aX;aY;aZ;target;gX;gY;gZ
-0.061;1.511;0.319;1;-106.445;-106.262;207.031
-0.042;1.782;0.394;1;-95.947;-102.6;177.002
-0.088;1.971;0.405;1;-89.355;-80.566;139.893
-0.127;2.124;0.381;1;-92.041;-47.791;106.201
-0.047;2.249;0.402;1;-106.323;-15.869;88.44
0.085;2.315;0.495;1;-124.573;5.005;89.172
0.242;2.411;0.688;1;-139.465;14.038;98.999
0.386;2.529;1.007;1;-150.391;0.244;105.896
0.553;2.629;1.409;1;-151.123;-25.818;108.337
0.763;2.642;1.755;1;-136.475;-35.339;105.042
0.975;2.543;1.895;1;-107.91;-14.282;89.478
1.115;2.368;1.797;1;-67.017;27.466;57.129
1.096;2.119;1.559;1;-15.32;58.899;15.93
0.948;1.801;1.298;1;33.447;59.326;-22.4
0.793;1.508;1.043;1;71.411;43.213;-48.035
0.675;1.286;0.831;1;96.313;27.466;-59.631
0.584;1.094;0.688;1;107.056;13.306;-65.796
0.477;0.972;0.622;1;104.248;0;-73.242
0.37;0.891;0.607;1;93.628;-7.202;-80.322
0.286;0.843;0.619;1;81.421;-6.104;-83.618
0.257;0.854;0.641;1;69.336;-2.075;-82.764
0.256;0.917;0.671;1;58.899;2.258;-80.872
0.274;1.019;0.703;1;52.368;5.005;-80.627
0.251;1.09;0.752;1;50.903;5.615;-83.313
0.21;1.13;0.793;1;54.993;5.249;-86.853
0.199;1.095;0.817;1;61.89;5.615;-88.867
0.228;0.997;0.8;1;69.946;10.437;-90.881
0.238;0.872;0.74;1;78.308;15.93;-95.093
0.227;0.734;0.674;1;84.29;16.052;-101.44
0.192;0.602;0.626;1;86.121;11.841;-106.079
0.136;0.478;0.601;1;85.999;5.798;-108.093
0.069;0.388;0.611;1;82.886;-2.93;-106.995
-0.002;0.276;0.664;1;76.66;-11.658;-103.455
-0.054;0.167;0.732;1;70.74;-15.442;-99.182
-0.092;0.094;0.755;1;66.162;-15.686;-95.032
-0.099;0.035;0.758;1;61.829;-15.137;-89.233
-0.066;-0.018;0.769;1;56.763;-15.625;-82.825
-0.039;-0.083;0.805;1;50.781;-17.212;-76.538
-0.04;-0.14;0.857;1;45.715;-21.912;-71.838
-0.052;-0.178;0.914;1;41.992;-28.076;-67.505
-0.07;-0.233;0.984;1;38.94;-32.898;-63.354
-0.122;-0.264;1.025;1;37.109;-33.63;-61.279
-0.167;-0.276;1.056;1;35.461;-31.677;-59.998
-0.208;-0.32;1.088;1;35.034;-26.367;-58.105
-0.256;-0.353;1.106;1;36.682;-20.508;-57.068
-0.295;-0.37;1.114;1;38.33;-17.029;-55.847
-0.299;-0.41;1.118;1;40.833;-10.376;-51.819
-0.299;-0.432;1.109;1;43.884;-0.549;-48.096
-0.255;-0.447;1.087;1;45.41;10.62;-46.021
-0.238;-0.477;1.069;1;44.739;24.475;-44.739
-0.231;-0.501;1.032;1;43.03;38.513;-45.715
-0.181;-0.54;1.031;1;38.757;48.157;-46.997
-0.124;-0.656;1.068;1;36.194;54.749;-46.143
-0.021;-0.809;1.029;1;39.307;63.232;-44.922
0.16;-0.954;0.941;1;41.504;67.566;-41.443
0.334;-1.045;0.848;1;36.56;61.646;-38.33
0.404;-1.049;0.776;1;25.574;46.631;-43.03
0.297;-0.944;0.743;1;11.658;22.156;-60.425
0.007;-0.686;0.777;1;-2.441;-11.719;-83.862
-0.289;-0.587;0.893;1;-11.292;-42.48;-98.877
-0.512;-0.557;1.035;1;-9.888;-55.176;-96.375
-0.568;-0.549;1.114;1;3.662;-52.612;-78.003
-0.53;-0.572;1.102;1;28.992;-48.157;-58.105
-0.511;-0.585;1.024;1;55.481;-48.828;-46.509
-0.475;-0.583;0.939;1;70.923;-43.762;-39.978
-0.433;-0.609;0.885;1;70.251;-27.771;-33.447
-0.37;-0.603;0.828;1;57.678;-5.432;-26.855
-0.291;-0.592;0.769;1;43.274;17.517;-16.724
-0.189;-0.575;0.718;1;30.396;33.569;-4.456
-0.093;-0.539;0.687;1;19.775;39.368;9.094
-0.011;-0.497;0.681;1;13.184;38.025;22.949
0.053;-0.447;0.683;1;10.681;31.616;32.166
0.124;-0.407;0.711;1;8.118;23.56;35.889
0.185;-0.39;0.741;1;1.831;19.775;36.255
0.231;-0.373;0.765;1;-6.47;18.677;33.813
0.251;-0.354;0.794;1;-15.137;17.09;29.602
0.248;-0.331;0.843;1;-22.156;12.634;26.917
0.24;-0.312;0.919;1;-26.55;3.784;25.94
0.217;-0.274;0.984;1;-27.893;-6.592;25.94
0.196;-0.238;1.036;1;-26.489;-14.832;25.085
0.176;-0.21;1.086;1;-24.109;-17.883;23.132
0.171;-0.195;1.111;1;-20.508;-16.052;20.386
0.165;-0.193;1.128;1;-16.602;-12.085;16.663
0.173;-0.197;1.119;1;-12.085;-8.179;12.878
0.192;-0.205;1.085;1;-6.47;-4.089;10.925
0.205;-0.215;1.047;1;-1.038;-2.014;8.667
0.217;-0.222;1;1;1.892;0.488;6.714
0.231;-0.219;0.956;1;2.93;4.639;6.165
0.244;-0.219;0.921;1;1.77;8.484;6.47
0.25;-0.223;0.89;1;0.793;10.803;6.531
0.254;-0.212;0.859;1;-0.183;10.681;6.165
0.254;-0.204;0.838;1;-1.465;8.972;5.676
0.234;-0.203;0.845;1;-2.625;6.348;4.578
0.217;-0.195;0.856;1;-3.845;3.845;2.808
0.196;-0.197;0.897;1;-5.737;1.709;1.343
0.175;-0.2;0.932;1;-5.798;1.526;0.793
0.157;-0.202;0.943;1;-5.371;2.075;-0.305
0.146;-0.203;0.942;1;-4.578;1.77;-2.197
0.134;-0.209;0.953;1;-4.822;0.793;-3.052
0.124;-0.217;0.961;1;-5.005;-0.061;-2.808
0.13;-0.214;0.953;1;-3.845;-0.793;-1.892
0.151;-0.203;0.938;1;-2.625;-1.77;-0.366
0.16;-0.199;0.934;1;-3.113;-2.197;1.038
0.17;-0.191;0.925;1;-3.662;-1.953;2.136
-0.384;-1.114;1.139;1;0.305;-9.949;-1.221
-0.489;-1.176;1.113;1;1.099;-12.756;1.526
-0.574;-1.238;1.099;1;-1.526;-14.404;7.629
-0.634;-1.3;1.092;1;-6.836;-11.108;17.761
-0.679;-1.346;1.083;1;-11.597;-7.324;30.09
-0.689;-1.342;1.012;1;-11.536;-3.662;42.847
-0.676;-1.319;0.908;1;-9.766;-0.549;57.678
-0.694;-1.264;0.8;1;-11.902;-0.183;74.768
-0.716;-1.191;0.702;1;-20.447;-2.319;92.468
-0.72;-1.096;0.619;1;-34.241;-4.15;111.206
-0.696;-0.966;0.556;1;-52.185;-5.31;131.165
-0.667;-0.746;0.524;1;-71.533;-8.301;150.452
-0.645;-0.517;0.52;1;-84.167;-16.235;166.138
-0.576;-0.278;0.523;1;-82.52;-26.855;173.706
-0.485;0.008;0.499;1;-69.336;-38.147;174.744
-0.407;0.328;0.456;1;-56.58;-50.232;170.776
-0.36;0.625;0.419;1;-47.668;-59.753;164.978
-0.299;0.876;0.385;1;-36.926;-66.65;160.095
-0.267;1.116;0.34;1;-25.391;-73.914;157.715
-0.215;1.455;0.259;1;-21.362;-78.308;155.396
-0.028;1.835;0.192;1;-33.264;-69.58;146.79
0.123;2.101;0.2;1;-62.317;-43.945;126.16
0.18;2.202;0.24;1;-100.281;-9.277;100.769
0.26;2.196;0.29;1;-135.071;18.066;87.341
0.367;2.224;0.44;1;-160.706;22.095;94.727
0.506;2.309;0.775;1;-183.35;-5.859;115.356
0.665;2.417;1.235;1;-201.782;-35.767;133.057
0.816;2.495;1.671;1;-207.153;-43.945;136.292
0.937;2.498;1.902;1;-190.796;-25.024;121.521
1.013;2.332;1.879;1;-150.94;11.108;91.003
0.993;2.022;1.697;1;-90.759;40.222;54.138
0.86;1.679;1.474;1;-23.071;45.715;17.883
0.686;1.406;1.22;1;30.64;33.875;-12.329
0.579;1.174;0.987;1;62.805;24.17;-28.931
0.517;0.974;0.811;1;77.332;23.193;-35.034
0.449;0.821;0.69;1;78.796;18.25;-41.199
0.37;0.716;0.634;1;72.876;11.047;-47.791
0.304;0.642;0.612;1;65.125;5.432;-49.377
0.277;0.619;0.621;1;58.655;1.099;-47.546
0.266;0.657;0.668;1;50.964;-3.174;-45.166
0.242;0.725;0.728;1;42.725;-4.944;-44.189
0.252;0.837;0.751;1;36.926;-0.732;-44.678
0.314;0.913;0.762;1;33.997;9.338;-47.546
0.37;0.902;0.751;1;34.485;22.949;-53.284
0.417;0.865;0.713;1;38.147;30.884;-61.34
0.41;0.79;0.687;1;43.64;25.94;-69.092
0.36;0.723;0.682;1;49.866;11.169;-72.754
0.292;0.682;0.689;1;53.711;-6.042;-73.425
0.219;0.642;0.715;1;53.955;-19.836;-72.205
0.146;0.618;0.737;1;51.697;-26.733;-70.862
0.108;0.579;0.749;1;47.241;-29.907;-70.007
0.092;0.534;0.769;1;41.443;-30.64;-68.42
0.099;0.497;0.766;1;35.4;-29.297;-66.589
0.12;0.512;0.767;1;27.405;-29.114;-63.416
0.157;0.513;0.82;1;20.142;-31.555;-59.753
0.194;0.451;0.917;1;16.968;-33.875;-57.556
0.15;0.365;1.01;1;19.409;-36.621;-60.791
0.072;0.281;1.091;1;25.818;-41.016;-67.627
0.008;0.181;1.158;1;32.471;-42.48;-71.716
-0.066;0.113;1.196;1;37.964;-38.635;-72.937
-0.121;0.063;1.208;1;42.664;-31.677;-71.289
-0.149;0.014;1.192;1;47.485;-23.254;-68.054
-0.173;-0.016;1.183;1;50.232;-19.043;-65.674
-0.198;-0.051;1.164;1;51.819;-16.968;-63.171
-0.217;-0.096;1.142;1;55.603;-11.841;-62.195
-0.231;-0.126;1.091;1;59.204;-5.493;-61.584
-0.193;-0.169;1.041;1;60.181;0;-59.387
-0.166;-0.233;1.027;1;57.861;5.981;-56.702
-0.132;-0.3;1.005;1;54.443;14.587;-54.504
-0.106;-0.318;0.976;1;49.683;22.949;-51.27
-0.082;-0.338;0.965;1;43.274;26.917;-49.194
-0.088;-0.374;0.965;1;38.33;28.687;-48.523
-0.109;-0.369;0.958;1;34.546;26.672;-47.913
-0.108;-0.376;0.968;1;31.189;21.79;-45.349
-0.116;-0.402;0.982;1;33.02;18.799;-44.189
-0.142;-0.396;0.979;1;37.292;14.526;-47.668
-0.196;-0.403;1.014;1;41.748;12.878;-51.514
-0.235;-0.437;1.061;1;48.096;19.47;-52.795
-0.188;-0.504;1.061;1;55.481;32.959;-51.819
-0.084;-0.609;1.017;1;63.965;47.974;-53.345
0.009;-0.727;0.938;1;71.838;57.8;-58.899
0.116;-0.821;0.841;1;74.402;59.509;-67.993
0.161;-0.877;0.767;1;69.153;50.293;-77.881
0.077;-0.893;0.738;1;59.509;30.273;-88.684
-0.094;-0.804;0.735;1;48.035;1.587;-98.694
-0.31;-0.708;0.816;1;36.621;-27.649;-103.76
-0.477;-0.693;0.932;1;29.724;-47.241;-97.351
-0.51;-0.657;0.988;1;31.25;-52.795;-78.064
-0.467;-0.637;0.986;1;39.612;-52.185;-55.847
-0.457;-0.613;0.986;1;45.959;-49.377;-42.236
-0.453;-0.606;0.975;1;45.898;-37.354;-32.349
-0.372;-0.593;0.914;1;41.504;-13.672;-18.982
-0.256;-0.583;0.826;1;33.63;10.193;-6.348
-0.155;-0.55;0.726;1;23.499;27.527;3.174
-0.06;-0.505;0.642;1;13.794;34.851;12.39
-0.011;-0.472;0.62;1;6.836;31.982;22.339
0.032;-0.43;0.62;1;2.563;24.292;33.752
0.087;-0.395;0.64;1;-0.916;16.296;43.762
0.126;-0.353;0.69;1;-7.996;7.141;48.523
0.125;-0.329;0.757;1;-17.761;0.366;47.424
0.13;-0.296;0.802;1;-27.954;-2.319;44.861
0.139;-0.255;0.845;1;-37.781;-4.211;42.419
0.149;-0.221;0.89;1;-46.57;-6.836;39.917
0.144;-0.189;0.927;1;-53.406;-10.681;36.072
0.162;-0.132;0.963;1;-57.739;-13.977;33.081
0.183;-0.095;1.021;1;-59.265;-17.883;30.64
0.194;-0.065;1.079;1;-56.152;-22.4;27.405
0.203;-0.039;1.112;1;-47.852;-26.55;24.353
0.183;-0.018;1.153;1;-37.842;-27.283;20.508
0.174;-0.008;1.163;1;-29.236;-24.414;16.235
0.175;-0.002;1.146;1;-20.203;-17.578;12.634
0.193;0;1.129;1;-12.634;-10.864;9.155
0.194;-0.002;1.109;1;-7.202;-3.601;4.883
0.201;-0.026;1.067;1;-1.282;3.906;0.671
0.201;-0.056;1.018;1;4.761;9.033;-2.075
0.188;-0.092;0.987;1;8.85;9.766;-3.54
0.161;-0.121;0.961;1;10.925;8.362;-3.845
0.144;-0.139;0.934;1;11.658;6.226;-3.174
0.139;-0.151;0.914;1;10.803;3.906;-1.831
-0.379;-1.034;1.185;1;17.334;20.447;14.343
-0.401;-1.088;1.087;1;23.193;27.1;11.902
-0.413;-1.118;0.99;1;26.611;29.724;14.465
-0.43;-1.147;0.908;1;27.039;27.344;21.667
-0.451;-1.183;0.842;1;25.757;18.677;29.297
-0.462;-1.201;0.769;1;24.475;8.606;39.001
-0.48;-1.195;0.694;1;21.057;-0.183;50.598
-0.504;-1.203;0.638;1;14.038;-7.996;62.317
-0.536;-1.187;0.58;1;3.662;-14.099;76.416
-0.559;-1.14;0.536;1;-9.644;-19.104;94.604
-0.58;-1.051;0.47;1;-24.353;-22.827;114.868
-0.583;-0.89;0.362;1;-39.49;-26.611;134.338
-0.561;-0.645;0.234;1;-56.641;-32.166;152.466
-0.547;-0.368;0.125;1;-75.867;-38.208;169.25
-0.519;-0.007;0.034;1;-95.581;-46.509;185.73
-0.402;0.425;-0.004;1;-112.183;-58.716;199.219
-0.264;0.885;0.059;1;-127.014;-74.158;203.613
-0.207;1.29;0.182;1;-138.672;-83.374;192.993
-0.243;1.645;0.349;1;-145.569;-82.52;169.617
-0.273;1.931;0.454;1;-146.301;-68.787;147.522
-0.191;2.167;0.444;1;-141.968;-44.006;133.545
0.022;2.402;0.424;1;-143.005;-20.874;122.62
0.244;2.526;0.507;1;-154.724;-6.409;110.352
0.382;2.569;0.692;1;-170.41;-4.761;103.882
0.499;2.604;0.969;1;-179.382;-11.719;107.422
0.699;2.635;1.296;1;-176.208;-19.104;116.089
0.922;2.605;1.616;1;-163.879;-25.269;112.793
1.078;2.515;1.781;1;-135.071;-10.742;95.581
1.187;2.287;1.695;1;-86.365;20.813;65.613
1.153;2.016;1.44;1;-29.541;42.908;28.809
1.035;1.747;1.14;1;17.273;38.879;-2.625
0.931;1.486;0.906;1;49.133;22.888;-22.278
0.817;1.282;0.753;1;67.749;4.456;-33.997
0.663;1.124;0.69;1;75.562;-16.174;-42.847
0.542;1.039;0.682;1;76.904;-33.264;-48.889
0.47;1.022;0.692;1;74.585;-40.588;-53.162
0.419;1.044;0.699;1;69.153;-37.964;-56.885
0.382;1.078;0.704;1;61.34;-28.442;-62.256
0.346;1.139;0.698;1;52.429;-19.531;-67.322
0.359;1.231;0.688;1;45.349;-13.428;-70.74
0.384;1.321;0.694;1;42.419;-9.644;-73.914
0.402;1.312;0.738;1;44.556;-5.371;-79.285
0.396;1.251;0.748;1;52.307;-1.953;-85.999
0.311;1.193;0.71;1;64.758;-8.118;-93.811
0.227;1.138;0.663;1;77.515;-22.278;-97.961
0.125;1.032;0.651;1;87.158;-37.903;-98.145
0.025;0.921;0.66;1;93.567;-49.011;-98.572
-0.061;0.803;0.636;1;96.741;-52.734;-99.854
-0.065;0.709;0.615;1;94.177;-48.95;-99.976
-0.072;0.576;0.624;1;87.097;-40.1;-99.731
-0.078;0.417;0.625;1;78.186;-27.649;-101.074
-0.096;0.278;0.63;1;70.618;-20.508;-103.21
-0.141;0.168;0.648;1;64.88;-23.743;-106.445
-0.201;0.093;0.671;1;58.167;-31.372;-106.262
-0.237;0.03;0.712;1;50.476;-37.598;-100.403
-0.28;-0.075;0.799;1;44.067;-42.114;-92.896
-0.329;-0.148;0.887;1;37.476;-46.875;-86.304
-0.382;-0.205;0.982;1;32.349;-49.011;-79.651
-0.422;-0.269;1.076;1;29.48;-44.189;-73.181
-0.447;-0.297;1.139;1;28.381;-32.043;-67.139
-0.446;-0.333;1.185;1;28.503;-17.395;-62.744
-0.442;-0.361;1.213;1;29.785;-4.272;-60.669
-0.444;-0.402;1.264;1;31.921;3.784;-62.073
-0.484;-0.457;1.292;1;37.659;11.841;-67.993
-0.511;-0.484;1.294;1;46.021;21.057;-74.89
-0.563;-0.537;1.32;1;54.26;31.677;-80.139
-0.617;-0.602;1.322;1;62.5;46.509;-81.482
-0.617;-0.658;1.31;1;70.313;60.12;-79.773
-0.605;-0.717;1.284;1;78.552;69.58;-78.796
-0.606;-0.784;1.22;1;89.111;77.026;-80.322
-0.587;-0.843;1.118;1;99.365;81.909;-83.191
-0.523;-0.921;0.986;1;107.971;86.426;-84.717
-0.427;-1.023;0.82;1;116.638;88.806;-81.482
-0.306;-1.133;0.654;1;121.155;81.116;-74.036
-0.228;-1.198;0.527;1;116.333;61.646;-64.636
-0.215;-1.196;0.465;1;98.022;33.142;-55.847
-0.282;-1.088;0.49;1;67.993;0.305;-48.157
-0.38;-0.971;0.626;1;35.889;-31.86;-36.865
-0.46;-0.859;0.802;1;14.954;-54.443;-17.822
-0.49;-0.731;0.928;1;7.141;-64.209;3.906
-0.433;-0.599;0.989;1;5.676;-60.913;24.109
-0.31;-0.487;0.999;1;3.906;-45.044;39.856
-0.172;-0.389;0.972;1;-0.793;-23.865;47.729
-0.049;-0.294;0.918;1;-6.653;-4.028;49.866
0.034;-0.236;0.873;1;-10.925;10.498;50.11
0.1;-0.187;0.821;1;-12.085;19.104;50.964
0.171;-0.157;0.769;1;-10.071;23.132;52.979
0.234;-0.128;0.729;1;-7.263;22.644;54.626
0.29;-0.092;0.698;1;-7.263;19.531;54.138
0.326;-0.063;0.687;1;-9.949;17.334;50.049
0.348;-0.055;0.686;1;-13.977;17.395;42.664
0.38;-0.044;0.693;1;-18.494;18.372;35.278
0.397;-0.055;0.718;1;-23.56;17.334;27.161
0.385;-0.069;0.746;1;-26.794;11.963;18.616
0.364;-0.065;0.794;1;-29.236;2.93;11.108
0.312;-0.082;0.879;1;-31.433;-6.714;4.395
0.253;-0.093;0.97;1;-33.02;-14.709;-0.244
0.202;-0.092;1.058;1;-32.959;-19.653;-1.404
0.153;-0.094;1.146;1;-30.945;-20.081;-0.793
0.118;-0.103;1.202;1;-26.917;-16.113;-0.793
0.094;-0.112;1.216;1;-20.935;-8.667;-1.709
0.089;-0.13;1.19;1;-14.099;-1.16;-3.113
0.095;-0.155;1.14;1;-7.935;4.639;-5.432
0.11;-0.169;1.083;1;-3.052;9.399;-7.935
0.138;-0.186;1.035;1;0.61;13.611;-9.155
0.154;-0.206;0.985;1;2.93;17.029;-10.925
0.17;-0.224;0.916;1;4.395;19.531;-12.817
0.185;-0.24;0.85;1;4.639;20.325;-13.611
0.206;-0.251;0.793;1;3.113;18.005;-12.451
0.214;-0.258;0.765;1;-0.61;12.207;-10.315
0.205;-0.246;0.761;1;-6.226;5.615;-7.812
0.187;-0.228;0.79;1;-13.062;0.122;-4.822
0.16;-0.188;0.848;1;-20.203;-3.662;-2.319
0.142;-0.142;0.908;1;-26.062;-6.287;0.427
0.135;-0.096;0.957;1;-29.236;-8.362;3.784
0.143;-0.052;0.995;1;-30.457;-9.888;6.714
0.16;-0.011;1.02;1;-30.701;-10.681;8.545
0.164;0.016;1.045;1;-30.334;-10.071;7.935
0.161;0.038;1.065;1;-29.541;-7.751;5.493
-0.433;-1.103;1.1;1;25.085;7.019;19.836
-0.477;-1.182;1.064;1;28.87;6.897;20.63
-0.514;-1.269;0.995;1;31.982;9.216;22.583
-0.531;-1.339;0.897;1;33.081;9.888;28.442
-0.549;-1.366;0.797;1;29.785;5.798;39.001
-0.557;-1.377;0.712;1;21.362;1.343;53.284
-0.57;-1.362;0.643;1;10.01;-1.526;69.946
-0.559;-1.348;0.611;1;-5.249;-2.93;86.609
-0.563;-1.312;0.596;1;-23.193;-1.953;102.722
-0.579;-1.24;0.554;1;-40.527;0.732;117.798
-0.583;-1.129;0.498;1;-55.786;1.892;132.568
-0.579;-1.001;0.438;1;-70.74;2.258;149.963
-0.566;-0.857;0.364;1;-85.815;2.197;166.565
-0.544;-0.623;0.256;1;-99.731;-0.366;182.434
-0.469;-0.298;0.146;1;-111.45;-6.958;197.815
-0.396;0.047;0.119;1;-121.216;-20.691;208.313
-0.346;0.404;0.146;1;-127.502;-36.865;210.632
-0.273;0.796;0.188;1;-130.005;-47.668;205.261
-0.184;1.179;0.281;1;-127.747;-50.842;192.505
-0.148;1.49;0.394;1;-118.958;-47.058;176.514
-0.101;1.774;0.4;1;-103.394;-35.828;161.438
-0.003;2.011;0.31;1;-85.571;-21.423;143.616
0.136;2.173;0.244;1;-76.66;-10.742;124.634
0.211;2.224;0.278;1;-83.374;-3.235;109.619
0.254;2.171;0.42;1;-101.196;2.136;101.501
0.299;2.214;0.646;1;-124.39;-1.709;102.478
0.476;2.419;1.001;1;-144.836;-10.62;109.558
0.758;2.582;1.381;1;-151.306;-11.658;117.432
1.051;2.681;1.669;1;-136.353;-2.808;110.474
1.249;2.607;1.753;1;-97.9;15.93;84.412
1.296;2.365;1.614;1;-43.396;34.119;44.189
1.119;2.046;1.417;1;7.141;32.837;0
0.898;1.724;1.232;1;44.128;23.621;-33.142
0.723;1.45;1.07;1;68.298;17.944;-50.964
0.574;1.22;0.934;1;82.153;10.437;-59.814
0.47;1.042;0.818;1;88.928;-1.709;-67.078
0.36;0.901;0.746;1;90.149;-11.963;-74.463
0.276;0.793;0.7;1;85.449;-17.944;-79.712
0.214;0.721;0.677;1;76.294;-16.602;-81.482
0.182;0.729;0.696;1;63.782;-9.888;-79.346
0.185;0.788;0.736;1;50.598;-1.831;-74.158
0.178;0.842;0.768;1;42.114;4.272;-69.885
0.21;0.92;0.792;1;39.429;5.798;-69.214
0.229;0.976;0.83;1;40.527;4.089;-71.716
0.214;0.992;0.849;1;44.983;3.662;-75.073
0.17;0.98;0.837;1;52.917;2.563;-79.163
0.147;0.963;0.786;1;62.256;-1.709;-82.703
0.146;0.947;0.724;1;69.397;-7.324;-84.29
0.143;0.899;0.671;1;71.289;-10.559;-85.999
0.145;0.814;0.666;1;68.542;-11.353;-89.233
0.127;0.686;0.683;1;64.941;-10.193;-93.75
0.144;0.545;0.702;1;61.707;-10.498;-95.581
0.109;0.404;0.744;1;60.364;-16.235;-96.191
0.059;0.305;0.759;1;61.34;-24.048;-97.046
0.029;0.227;0.774;1;60.486;-33.02;-95.886
-0.02;0.172;0.802;1;56.274;-39.795;-92.346
-0.072;0.135;0.873;1;49.744;-44.189;-86.792
-0.147;0.086;0.958;1;43.457;-45.41;-80.872
-0.182;0.097;0.999;1;39.978;-41.748;-75.5
-0.169;0.11;1.03;1;38.147;-35.645;-69.946
-0.15;0.075;1.066;1;38.269;-25.391;-65.857
-0.142;0.034;1.063;1;41.992;-11.23;-64.758
-0.108;-0.012;1.049;1;47.119;0.427;-64.697
-0.098;-0.102;1.049;1;53.406;8.85;-66.895
-0.115;-0.214;1.047;1;61.646;15.381;-71.594
-0.145;-0.307;1.026;1;70.984;18.066;-76.172
-0.153;-0.354;1.013;1;77.209;16.235;-78.674
-0.195;-0.429;1.048;1;79.712;16.296;-80.505
-0.275;-0.539;1.046;1;81.97;25.269;-81.36
-0.324;-0.605;1.034;1;80.261;34.79;-81.055
-0.333;-0.678;1.058;1;73.364;41.931;-80.566
-0.4;-0.766;1.065;1;68.542;53.894;-81.909
-0.466;-0.862;1.021;1;66.65;67.017;-88.135
-0.486;-0.953;0.974;1;66.162;79.346;-91.98
-0.494;-1.05;0.904;1;68.42;89.294;-90.82
-0.474;-1.158;0.778;1;76.233;92.896;-85.876
-0.413;-1.248;0.63;1;84.473;86.609;-78.308
-0.358;-1.347;0.517;1;88.501;71.411;-68.665
-0.335;-1.419;0.447;1;83.557;51.453;-57.861
-0.316;-1.415;0.438;1;66.345;27.954;-45.593
-0.339;-1.321;0.506;1;39.612;2.441;-32.41
-0.367;-1.15;0.636;1;12.634;-22.705;-17.639
-0.362;-0.969;0.821;1;-8.057;-44.678;-0.488
-0.342;-0.802;0.994;1;-20.813;-54.688;18.921
-0.261;-0.617;1.085;1;-26.306;-49.927;36.926
-0.119;-0.466;1.107;1;-26.733;-36.804;50.842
0.017;-0.346;1.088;1;-24.719;-21.729;58.105
0.143;-0.253;1.04;1;-22.217;-7.874;59.448
0.244;-0.179;0.997;1;-18.616;3.418;59.143
0.313;-0.129;0.939;1;-13.916;10.681;57.495
0.375;-0.091;0.867;1;-7.08;14.282;54.504
0.428;-0.069;0.798;1;-0.122;14.648;50.659
0.468;-0.072;0.749;1;3.357;13.977;44.861
0.497;-0.071;0.709;1;3.357;14.526;37.354
0.512;-0.078;0.687;1;-0.183;14.465;29.663
0.513;-0.097;0.685;1;-5.371;12.634;21.729
0.505;-0.108;0.694;1;-9.949;8.911;14.465
0.491;-0.119;0.722;1;-14.038;3.967;7.751
0.458;-0.138;0.777;1;-17.09;-0.977;1.099
0.4;-0.163;0.842;1;-18.677;-5.371;-6.409
0.333;-0.187;0.903;1;-19.043;-9.827;-15.259
0.271;-0.213;0.958;1;-18.433;-12.573;-22.827
0.188;-0.242;1.009;1;-16.113;-13.306;-27.039
0.128;-0.273;1.064;1;-12.695;-12.878;-26.245
0.091;-0.294;1.101;1;-9.277;-12.329;-21.667
0.069;-0.294;1.12;1;-4.883;-11.353;-15.991
0.059;-0.289;1.115;1;-1.526;-9.277;-10.742
0.076;-0.268;1.101;1;-0.427;-5.31;-5.676
0.115;-0.25;1.086;1;-0.916;0.671;-1.892
0.15;-0.226;1.055;1;-1.343;6.287;-0.977
0.181;-0.213;1.018;1;0.244;9.094;-1.16
0.2;-0.21;0.979;1;3.54;8.362;-1.221
0.214;-0.209;0.936;1;7.141;5.859;-0.977
0.237;-0.194;0.902;1;8.484;2.014;-0.61
0.25;-0.189;0.894;1;7.629;-1.16;-0.305
0.242;-0.191;0.897;1;6.653;-3.54;-0.244
0.228;-0.189;0.904;1;5.676;-6.104;-0.549
0.218;-0.185;0.915;1;3.662;-7.629;-0.427
0.212;-0.188;0.927;1;1.648;-6.531;0.61
0.282;2.331;0.559;1;-137.451;-6.897;90.271
0.481;2.517;0.809;1;-161.743;3.662;95.337
0.731;2.802;1.237;1;-175.049;-11.292;104.187
1.007;3.027;1.707;1;-168.396;-24.536;111.938
1.23;3.003;2.053;1;-143.433;-26.794;97.534
1.307;2.756;2.125;1;-96.802;-3.662;61.401
1.244;2.391;1.878;1;-29.785;33.691;15.503
1.045;2.025;1.493;1;37.109;54.871;-30.029
0.839;1.628;1.109;1;82.886;53.955;-62.561
0.672;1.277;0.808;1;109.436;41.748;-77.393
0.537;0.984;0.605;1;121.094;21.179;-84.229
0.409;0.827;0.497;1;117.31;-5.371;-88.928
0.309;0.775;0.48;1;102.966;-27.527;-91.309
0.231;0.794;0.518;1;83.313;-35.828;-89.417
0.204;0.852;0.571;1;63.416;-31.372;-85.693
0.197;0.916;0.616;1;48.706;-19.348;-83.313
0.209;0.963;0.646;1;40.649;-7.629;-85.022
0.214;0.987;0.681;1;38.574;-1.77;-88.257
0.219;0.979;0.711;1;41.382;0.488;-91.248
0.222;0.944;0.72;1;48.34;0.977;-93.201
0.213;0.928;0.699;1;56.213;-2.747;-96.375
0.177;0.907;0.67;1;62.561;-11.414;-101.501
0.127;0.866;0.643;1;65.918;-20.264;-105.774
0.091;0.802;0.612;1;68.298;-25.635;-107.605
0.087;0.74;0.579;1;69.214;-28.809;-108.337
0.082;0.635;0.581;1;67.261;-29.48;-108.948
0.06;0.484;0.611;1;64.026;-27.649;-110.107
0.043;0.335;0.618;1;61.34;-25.146;-112.183
